statistic_name,stage_t,mean,bootstrap_ci_low,bootstrap_ci_high,bootstrap_seed,B_boot
Regret_ETO_pop_sims,27,8.210619931329244e-05,6.818396370165015e-05,9.871356115238919e-05,20260913,2000
Regret_ETO_pop_sims,28,8.304757480767788e-05,6.502410225118505e-05,0.00010340932128971216,20260913,2000
Regret_ETO_pop_sims,29,7.069002556051035e-05,5.72962639094199e-05,8.583334535224679e-05,20260913,2000
Regret_ETO_pop_sims,30,6.133274419167492e-05,4.950631702239634e-05,7.563342983607639e-05,20260913,2000
Regret_ETO_pop_sims,31,6.292031122204933e-05,4.858913544421082e-05,7.859610173750212e-05,20260913,2000
Regret_ETO_pop_sims,32,5.242944611227266e-05,4.3034286857997264e-05,6.241753772117197e-05,20260913,2000
Regret_ETO_pop_sims,33,6.236687177936592e-05,5.0979528888459166e-05,7.535093314216437e-05,20260913,2000
Regret_ETO_pop_sims,34,5.045360604034792e-05,4.080374504886691e-05,6.134630077883831e-05,20260913,2000
Regret_ETO_pop_sims,35,3.458603416886401e-05,2.8259514216394517e-05,4.210220116041509e-05,20260913,2000
Regret_ETO_pop_sims,36,4.055876800392459e-05,3.213079987116533e-05,5.024117586346081e-05,20260913,2000
Regret_ETO_pop_sims,37,3.298001442646084e-05,2.673862878297948e-05,4.053763486006596e-05,20260913,2000
Regret_ETO_pop_sims,38,3.0558590592967355e-05,2.364656440002778e-05,3.830935610392036e-05,20260913,2000
Regret_ETO_pop_sims,39,2.0864023408277065e-05,1.710560722407113e-05,2.484774549722412e-05,20260913,2000
Regret_ETO_pop_sims,40,2.1583032157097392e-05,1.799322670127368e-05,2.5474043412131813e-05,20260913,2000
Regret_ETO_pop_sims,41,1.714896679430177e-05,1.4257052317670022e-05,2.0610518854148093e-05,20260913,2000
Regret_ETO_pop_sims,42,1.3621394482159002e-05,1.1161494803452592e-05,1.637599033264442e-05,20260913,2000
Regret_ETO_pop_sims,43,1.0529850715133817e-05,8.855430324552187e-06,1.2538297503615179e-05,20260913,2000
Regret_ETO_pop_sims,44,7.4284348357151806e-06,6.250049540595893e-06,8.709001887898989e-06,20260913,2000
Regret_ETO_pop_sims,45,6.599310549547699e-06,5.633270250054898e-06,7.712989339447846e-06,20260913,2000
Regret_ETO_pop_sims,46,4.762273598596667e-06,4.2272783381657704e-06,5.319515248299578e-06,20260913,2000
Regret_ETO_pop_sims,47,4.253074394477672e-06,3.864982774631231e-06,4.699627577033585e-06,20260913,2000
Regret_ETO_pop_sims,48,3.3367593492550223e-06,3.071610922466878e-06,3.6122451163734074e-06,20260913,2000
Regret_ETO_pop_sims,49,2.7366397922570115e-06,2.5755086438204038e-06,2.913382810223481e-06,20260913,2000
Regret_IEO_pop_sims,0,0.00014959619102227403,0.00014140335635385798,0.00015771666429836582,20260913,2000
Regret_IEO_pop_sims,1,0.0001454462449028492,0.00013686877743148576,0.00015455417134385273,20260913,2000
Regret_IEO_pop_sims,2,0.00015513647558716272,0.00014329707275843143,0.00016848994731807478,20260913,2000
Regret_IEO_pop_sims,3,0.00017911955968169475,0.00015981206068594597,0.00020096688373542256,20260913,2000
Regret_IEO_pop_sims,4,0.00018665203533774902,0.00016737982819990452,0.00020770680787115958,20260913,2000
Regret_IEO_pop_sims,5,0.00018922108596033737,0.00016484735251595027,0.0002193680057086597,20260913,2000
Regret_IEO_pop_sims,6,0.0002118296004399199,0.0001835764213091394,0.0002509719932799378,20260913,2000
Regret_IEO_pop_sims,7,0.00018039521346296066,0.00016160421068845006,0.0002001330876994059,20260913,2000
Regret_IEO_pop_sims,8,0.00020179133570986214,0.00017601877079717737,0.0002290286409204748,20260913,2000
Regret_IEO_pop_sims,9,0.00019642100503672316,0.00017264293432068295,0.00022155138352655503,20260913,2000
Regret_IEO_pop_sims,10,0.00018226006457307245,0.00015776386674991313,0.00020936200894378196,20260913,2000
Regret_IEO_pop_sims,11,0.00017945545047011582,0.00015818921106660453,0.00020377928217022405,20260913,2000
Regret_IEO_pop_sims,12,0.00017976320804583123,0.00015586188501676046,0.0002068798119921514,20260913,2000
Regret_IEO_pop_sims,13,0.00016777834518969404,0.00014519221585518167,0.0001973366670627186,20260913,2000
Regret_IEO_pop_sims,14,0.00014739985078168104,0.000132397529679297,0.00016485092541690505,20260913,2000
Regret_IEO_pop_sims,15,0.00015990717753939815,0.0001391331418929595,0.0001851845468745179,20260913,2000
Regret_IEO_pop_sims,16,0.00014439689407615272,0.0001289921434147355,0.0001605464452845237,20260913,2000
Regret_IEO_pop_sims,17,0.00014386943015419867,0.00012657511513834512,0.00016388464900543565,20260913,2000
Regret_IEO_pop_sims,18,0.00012935375402403502,0.00011380333128029528,0.00014725381655534295,20260913,2000
Regret_IEO_pop_sims,19,0.00012092891141376991,0.00010574014291480434,0.00013630625106137578,20260913,2000
Regret_IEO_pop_sims,20,0.00012138095023035655,0.0001075415185832217,0.0001373767340662789,20260913,2000
Regret_IEO_pop_sims,21,0.00011800008141289584,0.00010462399667595657,0.00013313079046110566,20260913,2000
Regret_IEO_pop_sims,22,0.00011008760992608169,9.458144989525135e-05,0.00012852207640047912,20260913,2000
Regret_IEO_pop_sims,23,9.775370443908656e-05,8.573321644433281e-05,0.0001100261619986885,20260913,2000
Regret_IEO_pop_sims,24,9.635674500701516e-05,8.552299131346948e-05,0.00010832446738652288,20260913,2000
Regret_IEO_pop_sims,25,9.832327943373029e-05,8.704366545050301e-05,0.00011026283746338122,20260913,2000
Regret_IEO_pop_sims,26,8.964197013768097e-05,7.761455200735009e-05,0.00010341903393387374,20260913,2000
Regret_IEO_pop_sims,27,7.48138732739988e-05,6.62292513500836e-05,8.458317990035777e-05,20260913,2000
Regret_IEO_pop_sims,28,7.557370349887385e-05,6.579071381557913e-05,8.697217459553007e-05,20260913,2000
Regret_IEO_pop_sims,29,6.38278725278644e-05,5.6213768990900686e-05,7.151840904122762e-05,20260913,2000
Regret_IEO_pop_sims,30,5.794723019801307e-05,5.0966741604349185e-05,6.622112493838013e-05,20260913,2000
Regret_IEO_pop_sims,31,5.488525786523134e-05,4.748225134127662e-05,6.290625164148874e-05,20260913,2000
Regret_IEO_pop_sims,32,4.863186440790193e-05,4.312605952748071e-05,5.4469673815497745e-05,20260913,2000
Regret_IEO_pop_sims,33,4.937833780702257e-05,4.26929199932881e-05,5.6680876917886395e-05,20260913,2000
Regret_IEO_pop_sims,34,4.1501671725837125e-05,3.637355245708336e-05,4.690431921206604e-05,20260913,2000
