experiment,mode,T,n,N_A,N_B,attempted_replications,valid_replications,population_condition_number,stage0_regret_eto_mean,stage0_regret_ieo_mean,stage0_regret_eto_minus_ieo_mean,stage0_difference_ci_lower,stage0_difference_ci_upper,stage0_difference_median,eto_stage0_win_rate,horizon_regret_eto_minus_ieo_mean,horizon_difference_ci_lower,horizon_difference_ci_upper,terminal_wealth_eto_mean,terminal_wealth_ieo_mean,terminal_wealth_eto_minus_ieo_mean,terminal_wealth_difference_ci_lower,terminal_wealth_difference_ci_upper,terminal_wealth_difference_median,eto_terminal_wealth_win_rate
Exp3_Regular_Gaussian_Dense_Rotated,full,50,10,60,1000,2000,2000,20,4.36330484178074e-06,8.75836230548405e-06,-4.39505746370331e-06,-4.69972407708375e-06,-4.12975818877295e-06,-2.78954221561195e-06,0.926,-1.67869651866837e-06,-1.69545610619223e-06,-1.66233440264115e-06,1.01336667061262,1.01363754834218,-0.000270877729554832,-0.000280495527580748,-0.000261040247977272,-0.000269294025497135,0.0995
