Date,Food,Food_Return（小数）,Clths,Clths_Return（小数）,Hlth,Hlth_Return（小数）,Chems,Chems_Return（小数）,Cnstr,Cnstr_Return（小数）,Steel,Steel_Return（小数）,Autos,Autos_Return（小数）,Oil,Oil_Return（小数）,Util,Util_Return（小数）,Telcm,Telcm_Return（小数）,Servs,Servs_Return（小数）,BusEq,BusEq_Return（小数）,Paper,Paper_Return（小数）,Trans,Trans_Return（小数）,Whlsl,Whlsl_Return（小数）,Rtail,Rtail_Return（小数）,Fin,Fin_Return（小数）,Mines,Mines_Return（小数）,ElcEq,ElcEq_Return（小数）,Meals,Meals_Return（小数）
2017-07-20,0.1,0.001,1.45,0.014499999999999999,0.71,0.0070999999999999995,-1.07,-0.010700000000000001,-0.85,-0.0085,-0.38,-0.0038,0.41,0.0040999999999999995,-0.67,-0.0067,0.89,0.0089,0.63,0.0063,0.14,0.0014000000000000002,-0.13,-0.0013,-0.29,-0.0029,-1.15,-0.0115,-0.11,-0.0011,-0.51,-0.0051,0.03,0.0003,-0.56,-0.005600000000000001,-0.29,-0.0029,-0.02,-0.0002
2017-07-21,0.38,0.0038,1.7,0.017,-0.1,-0.001,-0.21,-0.0021,0.16,0.0016,-0.87,-0.0087,-1.21,-0.0121,-1.07,-0.010700000000000001,0.74,0.0074,0.29,0.0029,-0.14,-0.0014000000000000002,-0.17,-0.0017000000000000001,-0.31,-0.0031,-0.18,-0.0018,-0.34,-0.0034000000000000002,-0.15,-0.0015,-0.01,-0.0001,0.26,0.0026,-0.59,-0.0059,-0.11,-0.0011
2017-07-24,-0.13,-0.0013,-1.13,-0.0113,0.06,0.0006,-0.08,-0.0008,-0.39,-0.0039000000000000003,0.15,0.0015,0.36,0.0036,-0.29,-0.0029,-0.79,-0.0079,-0.51,-0.0051,0.26,0.0026,0.35,0.0034999999999999996,-0.52,-0.0052,-0.66,-0.0066,0.43,0.0043,0.09,0.0009,0.32,0.0032,-0.39,-0.0039000000000000003,-0.1,-0.001,-0.7,-0.006999999999999999
2017-07-25,1.06,0.0106,1.21,0.0121,-0.89,-0.0089,0.77,0.0077,0.76,0.0076,2.06,0.0206,0.13,0.0013,1.65,0.0165,-0.24,-0.0024,0.2,0.002,-0.32,-0.0032,0.14,0.0014000000000000002,-1.98,-0.019799999999999998,0.54,0.0054,0.94,0.009399999999999999,1.23,0.0123,1.1,0.011000000000000001,4.67,0.0467,0.75,0.0075,1.76,0.0176
2017-07-26,0.17,0.0017000000000000001,-1.07,-0.010700000000000001,-0.34,-0.0034000000000000002,-0.88,-0.0088,-0.72,-0.0072,-2.66,-0.026600000000000002,-0.26,-0.0026,0.14,0.0014000000000000002,0.67,0.0067,1.09,0.0109,0.11,0.0011,-0.05,-0.0005,-0.48,-0.0048,-0.17,-0.0017000000000000001,-0.39,-0.0039000000000000003,0.35,0.0034999999999999996,-0.63,-0.0063,0.86,0.0086,-1.19,-0.011899999999999999,-1.19,-0.011899999999999999
2017-07-27,0.52,0.0052,-0.23,-0.0023,-0.81,-0.008100000000000001,-0.49,-0.0049,0.29,0.0029,-0.13,-0.0013,-0.23,-0.0023,0.86,0.0086,0.41,0.0040999999999999995,3.06,0.030600000000000002,-0.49,-0.0049,-1.18,-0.0118,0.58,0.0058,-3.13,-0.0313,-0.44,-0.0044,0.51,0.0051,-0.52,-0.0052,-1.74,-0.0174,-0.06,-0.0006,0.74,0.0074
2017-07-28,-0.4,-0.004,0.93,0.009300000000000001,0.51,0.0051,-0.22,-0.0022,-0.73,-0.0073,-2.64,-0.0264,-0.61,-0.0060999999999999995,-0.26,-0.0026,-0.16,-0.0016,-0.16,-0.0016,0.16,0.0016,-0.23,-0.0023,-1.05,-0.0105,0.92,0.0092,-0.25,-0.0025,-0.67,-0.0067,-0.04,-0.0004,0.57,0.005699999999999999,-0.36,-0.0036,-2.65,-0.0265
2017-07-31,-0.16,-0.0016,0.01,0.0001,-0.29,-0.0029,-1.08,-0.0108,0.07,0.0007000000000000001,0.78,0.0078000000000000005,-0.58,-0.0058,0.13,0.0013,0.21,0.0021,0.63,0.0063,-0.57,-0.005699999999999999,-0.31,-0.0031,0.41,0.0040999999999999995,-0.59,-0.0059,-0.08,-0.0008,-0.4,-0.004,0.5,0.005,0.07,0.0007000000000000001,-0.13,-0.0013,-0.01,-0.0001
2017-08-01,-0.32,-0.0032,0.5,0.005,-0.44,-0.0044,0.68,0.0068000000000000005,0.77,0.0077,-1.25,-0.0125,-1.66,-0.0166,-0.04,-0.0004,0.44,0.0044,0.47,0.004699999999999999,0.19,0.0019,0.78,0.0078000000000000005,0.36,0.0036,-0.35,-0.0034999999999999996,-0.07,-0.0007000000000000001,0.6,0.006,0.73,0.0073,-1.63,-0.0163,-0.06,-0.0006,0.33,0.0033
2017-08-02,0.2,0.002,-0.28,-0.0028000000000000004,-0.37,-0.0037,-0.03,-0.0003,-0.14,-0.0014000000000000002,-0.02,-0.0002,0.53,0.0053,-0.43,-0.0043,0.22,0.0022,-1.09,-0.0109,-0.67,-0.0067,1.25,0.0125,0.23,0.0023,0.14,0.0014000000000000002,-1.24,-0.0124,-0.23,-0.0023,0.06,0.0006,0.38,0.0038,0.33,0.0033,0.75,0.0075
2017-08-03,-0.08,-0.0008,0.33,0.0033,0.11,0.0011,-0.83,-0.0083,-0.27,-0.0027,-0.38,-0.0038,1.08,0.0108,-1.61,-0.0161,0.12,0.0012,-0.22,-0.0022,0.03,0.0003,-0.33,-0.0033,-0.1,-0.001,0.49,0.0049,-1.34,-0.0134,-0.46,-0.0046,-0.38,-0.0038,-0.91,-0.0091,-0.26,-0.0026,-0.58,-0.0058
2017-08-04,-0.19,-0.0019,0.26,0.0026,0.19,0.0019,0.72,0.0072,0.44,0.0044,0.97,0.0097,1.37,0.0137,0.77,0.0077,-0.13,-0.0013,-0.19,-0.0019,0.2,0.002,0.05,0.0005,0.15,0.0015,0.35,0.0034999999999999996,0.1,0.001,0.25,0.0025,0.54,0.0054,-0.04,-0.0004,0.2,0.002,0.03,0.0003
2017-08-07,0.57,0.005699999999999999,0.24,0.0024,0.12,0.0012,-0.02,-0.0002,-0.22,-0.0022,0.93,0.009300000000000001,-0.04,-0.0004,-0.92,-0.0092,0.14,0.0014000000000000002,-0.23,-0.0023,0.13,0.0013,1.03,0.0103,0.2,0.002,-0.1,-0.001,-0.09,-0.0009,0.61,0.0060999999999999995,-0.01,-0.0001,0.15,0.0015,0.03,0.0003,0.5,0.005
2017-08-08,-0.64,-0.0064,0.3,0.003,-0.5,-0.005,-1.19,-0.011899999999999999,0.03,0.0003,0.34,0.0034000000000000002,0.57,0.005699999999999999,0.03,0.0003,0.22,0.0022,0.07,0.0007000000000000001,-0.33,-0.0033,0.0,0.0,-0.25,-0.0025,-0.3,-0.003,-0.73,-0.0073,-0.16,-0.0016,-0.04,-0.0004,-0.96,-0.0096,-0.83,-0.0083,-1.01,-0.0101
2017-08-09,0.01,0.0001,-0.09,-0.0009,0.1,0.001,-0.12,-0.0012,-0.4,-0.004,-1.06,-0.0106,-0.48,-0.0048,0.11,0.0011,-0.38,-0.0038,-0.3,-0.003,-0.31,-0.0031,0.16,0.0016,-0.4,-0.004,0.04,0.0004,-0.98,-0.0098,-0.13,-0.0013,-0.31,-0.0031,0.38,0.0038,-0.16,-0.0016,-0.54,-0.0054
2017-08-10,-0.12,-0.0012,-1.67,-0.0167,-1.54,-0.0154,-1.28,-0.0128,-2.38,-0.023799999999999998,-1.13,-0.0113,-1.81,-0.0181,-1.01,-0.0101,0.01,0.0001,-0.59,-0.0059,-1.81,-0.0181,-2.36,-0.0236,-0.76,-0.0076,-1.34,-0.0134,-1.63,-0.0163,-1.93,-0.019299999999999998,-1.83,-0.0183,-1.66,-0.0166,-1.95,-0.0195,-0.22,-0.0022
2017-08-11,0.34,0.0034000000000000002,0.24,0.0024,0.49,0.0049,0.1,0.001,0.43,0.0043,-1.49,-0.0149,0.27,0.0027,-0.57,-0.005699999999999999,-0.58,-0.0058,0.41,0.0040999999999999995,0.72,0.0072,0.65,0.006500000000000001,0.14,0.0014000000000000002,0.61,0.0060999999999999995,0.4,0.004,0.59,0.0059,-0.39,-0.0039000000000000003,-0.54,-0.0054,-0.12,-0.0012,0.35,0.0034999999999999996
2017-08-14,0.7,0.006999999999999999,1.36,0.013600000000000001,0.8,0.008,0.96,0.0096,1.17,0.011699999999999999,0.55,0.0055000000000000005,1.42,0.014199999999999999,-0.42,-0.0042,0.54,0.0054,0.85,0.0085,1.35,0.013500000000000002,1.78,0.0178,1.09,0.0109,1.5,0.015,0.47,0.004699999999999999,0.58,0.0058,1.48,0.0148,0.63,0.0063,0.98,0.0098,0.24,0.0024
2017-08-15,0.21,0.0021,-2.26,-0.0226,-0.04,-0.0004,0.15,0.0015,-0.53,-0.0053,-0.34,-0.0034000000000000002,-0.56,-0.005600000000000001,-0.36,-0.0036,0.24,0.0024,-0.73,-0.0073,0.01,0.0001,0.2,0.002,-0.16,-0.0016,0.17,0.0017000000000000001,-0.62,-0.0062,-1.18,-0.0118,0.14,0.0014000000000000002,-0.57,-0.005699999999999999,-0.77,-0.0077,-0.05,-0.0005
2017-08-16,0.33,0.0033,0.17,0.0017000000000000001,0.27,0.0027,0.56,0.005600000000000001,-0.04,-0.0004,2.33,0.0233,-0.06,-0.0006,-1.07,-0.010700000000000001,0.27,0.0027,0.12,0.0012,0.48,0.0048,0.07,0.0007000000000000001,0.77,0.0077,0.17,0.0017000000000000001,0.1,0.001,0.64,0.0064,-0.19,-0.0019,2.16,0.0216,0.06,0.0006,0.52,0.0052
2017-08-17,-0.98,-0.0098,-1.52,-0.0152,-1.48,-0.0148,-1.59,-0.0159,-1.84,-0.0184,-3.5,-0.035,-1.98,-0.019799999999999998,-1.5,-0.015,-0.79,-0.0079,-1.64,-0.016399999999999998,-1.77,-0.0177,-2.07,-0.0207,-1.08,-0.0108,-2.64,-0.0264,-1.04,-0.0104,-1.41,-0.0141,-1.72,-0.0172,-2.03,-0.0203,-1.77,-0.0177,-1.01,-0.0101
2017-08-18,-0.38,-0.0038,-2.31,-0.0231,-0.33,-0.0033,0.21,0.0021,-0.56,-0.005600000000000001,-0.16,-0.0016,-0.51,-0.0051,0.67,0.0067,0.57,0.005699999999999999,-0.3,-0.003,0.05,0.0005,-0.28,-0.0028000000000000004,-0.47,-0.004699999999999999,0.12,0.0012,-0.55,-0.0055000000000000005,-0.54,-0.0054,-0.12,-0.0012,-0.01,-0.0001,-0.41,-0.0040999999999999995,-0.23,-0.0023
2017-08-21,0.17,0.0017000000000000001,-1.01,-0.0101,0.48,0.0048,0.28,0.0028000000000000004,-0.28,-0.0028000000000000004,-0.26,-0.0026,-0.4,-0.004,-0.67,-0.0067,0.27,0.0027,0.54,0.0054,0.01,0.0001,-0.12,-0.0012,-0.4,-0.004,0.27,0.0027,-0.31,-0.0031,0.05,0.0005,-0.12,-0.0012,1.58,0.0158,-0.4,-0.004,0.44,0.0044
2017-08-22,0.34,0.0034000000000000002,0.74,0.0074,1.34,0.0134,1.4,0.013999999999999999,0.66,0.0066,2.4,0.024,0.94,0.009399999999999999,0.66,0.0066,0.5,0.005,1.03,0.0103,1.46,0.0146,1.45,0.014499999999999999,0.57,0.005699999999999999,0.97,0.0097,1.33,0.013300000000000001,1.02,0.0102,1.03,0.0103,1.5,0.015,1.26,0.0126,1.48,0.0148
2017-08-23,-0.26,-0.0026,-0.49,-0.0049,-0.66,-0.0066,-0.28,-0.0028000000000000004,-0.72,-0.0072,1.3,0.013000000000000001,0.76,0.0076,0.5,0.005,0.33,0.0033,-0.65,-0.006500000000000001,-0.35,-0.0034999999999999996,-0.02,-0.0002,-0.39,-0.0039000000000000003,-1.43,-0.0143,-0.42,-0.0042,-0.49,-0.0049,-0.19,-0.0019,0.6,0.006,-0.97,-0.0097,-0.78,-0.0078000000000000005
2017-08-24,-1.7,-0.017,0.99,0.009899999999999999,0.56,0.005600000000000001,-0.13,-0.0013,-0.15,-0.0015,-0.22,-0.0022,0.01,0.0001,0.05,0.0005,-0.02,-0.0002,-0.31,-0.0031,-0.09,-0.0009,0.08,0.0008,-0.26,-0.0026,-0.75,-0.0075,0.01,0.0001,-1.04,-0.0104,0.09,0.0009,0.19,0.0019,0.04,0.0004,-0.33,-0.0033
2017-08-25,-0.14,-0.0014000000000000002,0.65,0.006500000000000001,-0.13,-0.0013,0.28,0.0028000000000000004,0.82,0.008199999999999999,0.37,0.0037,0.01,0.0001,0.45,0.0045000000000000005,0.26,0.0026,0.43,0.0043,-0.18,-0.0018,0.15,0.0015,0.33,0.0033,1.36,0.013600000000000001,0.56,0.005600000000000001,0.39,0.0039000000000000003,0.18,0.0018,-0.82,-0.008199999999999999,0.56,0.005600000000000001,0.41,0.0040999999999999995
2017-08-28,-0.43,-0.0043,-0.17,-0.0017000000000000001,0.87,0.0087,0.14,0.0014000000000000002,0.28,0.0028000000000000004,0.41,0.0040999999999999995,0.04,0.0004,-0.47,-0.004699999999999999,0.11,0.0011,0.05,0.0005,0.1,0.001,0.53,0.0053,-0.09,-0.0009,-0.08,-0.0008,-0.1,-0.001,-0.01,-0.0001,-0.31,-0.0031,2.51,0.025099999999999997,-0.43,-0.0043,0.24,0.0024
2017-08-29,-0.04,-0.0004,-1.21,-0.0121,0.2,0.002,-0.59,-0.0059,0.27,0.0027,1.11,0.0111,0.35,0.0034999999999999996,-0.12,-0.0012,-0.13,-0.0013,-0.17,-0.0017000000000000001,0.39,0.0039000000000000003,0.45,0.0045000000000000005,-0.03,-0.0003,0.72,0.0072,-0.05,-0.0005,0.2,0.002,-0.38,-0.0038,-0.37,-0.0037,0.28,0.0028000000000000004,-0.52,-0.0052
2017-08-30,0.14,0.0014000000000000002,-0.45,-0.0045000000000000005,0.79,0.0079,0.6,0.006,0.88,0.0088,1.24,0.0124,0.99,0.009899999999999999,0.03,0.0003,-0.31,-0.0031,0.31,0.0031,0.94,0.009399999999999999,0.81,0.008100000000000001,0.76,0.0076,0.46,0.0046,0.69,0.0069,0.56,0.005600000000000001,0.31,0.0031,-0.14,-0.0014000000000000002,0.69,0.0069,0.97,0.0097
2017-08-31,-0.48,-0.0048,0.73,0.0073,1.82,0.0182,1.14,0.011399999999999999,1.28,0.0128,-0.28,-0.0028000000000000004,1.16,0.0116,0.65,0.006500000000000001,0.26,0.0026,-0.3,-0.003,0.99,0.009899999999999999,0.64,0.0064,0.64,0.0064,0.23,0.0023,1.29,0.0129,0.5,0.005,0.16,0.0016,0.63,0.0063,1.06,0.0106,0.41,0.0040999999999999995
2017-09-01,0.52,0.0052,1.35,0.013500000000000002,0.02,0.0002,1.11,0.0111,0.49,0.0049,1.47,0.0147,1.14,0.011399999999999999,0.99,0.009899999999999999,-0.15,-0.0015,0.13,0.0013,-0.2,-0.002,0.22,0.0022,0.35,0.0034999999999999996,0.3,0.003,-0.08,-0.0008,0.48,0.0048,0.52,0.0052,1.02,0.0102,0.13,0.0013,0.12,0.0012
2017-09-05,0.11,0.0011,-0.3,-0.003,-0.47,-0.004699999999999999,-1.1,-0.011000000000000001,-0.94,-0.009399999999999999,-1.3,-0.013000000000000001,-0.86,-0.0086,0.36,0.0036,0.2,0.002,-0.94,-0.009399999999999999,-0.52,-0.0052,-1.1,-0.011000000000000001,-0.97,-0.0097,-1.09,-0.0109,-0.66,-0.0066,0.23,0.0023,-1.95,-0.0195,-1.1,-0.011000000000000001,-0.56,-0.005600000000000001,-0.66,-0.0066
2017-09-06,0.4,0.004,0.14,0.0014000000000000002,0.5,0.005,0.5,0.005,0.68,0.0068000000000000005,0.27,0.0027,0.36,0.0036,1.83,0.0183,-0.39,-0.0039000000000000003,-0.17,-0.0017000000000000001,0.05,0.0005,0.21,0.0021,-0.2,-0.002,0.56,0.005600000000000001,0.8,0.008,0.92,0.0092,0.14,0.0014000000000000002,0.78,0.0078000000000000005,0.82,0.008199999999999999,-0.78,-0.0078000000000000005
2017-09-07,0.3,0.003,-0.48,-0.0048,1.02,0.0102,0.1,0.001,-0.14,-0.0014000000000000002,-0.46,-0.0046,-0.1,-0.001,0.12,0.0012,0.61,0.0060999999999999995,-2.78,-0.0278,0.77,0.0077,-0.11,-0.0011,0.59,0.0059,0.52,0.0052,0.28,0.0028000000000000004,0.63,0.0063,-1.13,-0.0113,0.74,0.0074,-0.04,-0.0004,-0.12,-0.0012
2017-09-08,0.17,0.0017000000000000001,-0.23,-0.0023,0.19,0.0019,0.23,0.0023,1.13,0.0113,-0.87,-0.0087,-0.1,-0.001,-1.21,-0.0121,0.3,0.003,-0.52,-0.0052,-0.58,-0.0058,-0.9,-0.009000000000000001,0.23,0.0023,0.34,0.0034000000000000002,0.13,0.0013,-0.74,-0.0074,0.63,0.0063,-2.16,-0.0216,0.42,0.0042,0.35,0.0034999999999999996
2017-09-11,0.63,0.0063,1.17,0.011699999999999999,0.76,0.0076,1.76,0.0176,0.44,0.0044,-0.07,-0.0007000000000000001,1.84,0.0184,1.0,0.01,0.97,0.0097,-0.27,-0.0027,1.04,0.0104,1.71,0.0171,1.7,0.017,1.42,0.014199999999999999,1.04,0.0104,0.44,0.0044,1.76,0.0176,-1.03,-0.0103,1.18,0.0118,1.18,0.0118
2017-09-12,0.03,0.0003,0.2,0.002,0.34,0.0034000000000000002,0.56,0.005600000000000001,1.32,0.0132,0.4,0.004,1.11,0.0111,0.71,0.0070999999999999995,-1.46,-0.0146,0.85,0.0085,0.15,0.0015,0.27,0.0027,0.22,0.0022,0.65,0.006500000000000001,0.16,0.0016,1.01,0.0101,1.05,0.0105,0.26,0.0026,0.77,0.0077,-1.01,-0.0101
2017-09-13,0.04,0.0004,0.41,0.0040999999999999995,-0.36,-0.0036,-0.38,-0.0038,-0.54,-0.0054,0.49,0.0049,0.73,0.0073,1.51,0.0151,-0.39,-0.0039000000000000003,0.56,0.005600000000000001,-0.09,-0.0009,-0.36,-0.0036,-0.24,-0.0024,0.05,0.0005,0.27,0.0027,0.97,0.0097,0.18,0.0018,-1.46,-0.0146,0.11,0.0011,0.87,0.0087
2017-09-14,-0.49,-0.0049,-0.46,-0.0046,0.36,0.0036,0.35,0.0034999999999999996,-0.03,-0.0003,-0.6,-0.006,1.5,0.015,0.33,0.0033,0.82,0.008199999999999999,-0.87,-0.0087,-0.62,-0.0062,-0.08,-0.0008,0.62,0.0062,0.12,0.0012,-1.22,-0.012199999999999999,-0.58,-0.0058,-0.32,-0.0032,-0.66,-0.0066,0.39,0.0039000000000000003,-0.09,-0.0009
2017-09-15,0.52,0.0052,0.24,0.0024,-0.27,-0.0027,0.15,0.0015,0.18,0.0018,0.37,0.0037,0.49,0.0049,0.32,0.0032,0.06,0.0006,0.52,0.0052,-0.47,-0.004699999999999999,1.05,0.0105,0.64,0.0064,0.33,0.0033,0.48,0.0048,0.11,0.0011,0.33,0.0033,-0.13,-0.0013,0.41,0.0040999999999999995,0.05,0.0005
2017-09-18,0.19,0.0019,-0.77,-0.0077,0.13,0.0013,1.09,0.0109,0.84,0.0084,1.28,0.0128,0.47,0.004699999999999999,0.5,0.005,-0.76,-0.0076,0.07,0.0007000000000000001,-0.06,-0.0006,0.35,0.0034999999999999996,0.46,0.0046,-0.58,-0.0058,0.18,0.0018,-0.68,-0.0068000000000000005,0.81,0.008100000000000001,1.22,0.012199999999999999,0.67,0.0067,-0.14,-0.0014000000000000002
2017-09-19,-0.61,-0.0060999999999999995,-0.26,-0.0026,-0.45,-0.0045000000000000005,0.72,0.0072,0.33,0.0033,0.97,0.0097,-0.23,-0.0023,0.39,0.0039000000000000003,-0.17,-0.0017000000000000001,1.37,0.0137,0.39,0.0039000000000000003,0.08,0.0008,-0.15,-0.0015,-0.1,-0.001,-0.28,-0.0028000000000000004,-0.49,-0.0049,0.4,0.004,0.75,0.0075,0.14,0.0014000000000000002,0.28,0.0028000000000000004
2017-09-20,-0.86,-0.0086,-0.05,-0.0005,0.42,0.0042,0.43,0.0043,0.13,0.0013,1.33,0.013300000000000001,0.17,0.0017000000000000001,0.99,0.009899999999999999,-0.54,-0.0054,0.27,0.0027,0.07,0.0007000000000000001,-0.77,-0.0077,-0.47,-0.004699999999999999,1.56,0.015600000000000001,0.89,0.0089,-0.04,-0.0004,0.59,0.0059,-0.49,-0.0049,0.49,0.0049,1.08,0.0108
2017-09-21,-0.79,-0.0079,-0.46,-0.0046,-0.51,-0.0051,0.27,0.0027,0.21,0.0021,-2.32,-0.0232,-0.13,-0.0013,0.02,0.0002,-0.3,-0.003,-0.54,-0.0054,-0.36,-0.0036,-0.7,-0.006999999999999999,-0.34,-0.0034000000000000002,0.14,0.0014000000000000002,-0.11,-0.0011,-0.56,-0.005600000000000001,0.21,0.0021,-0.7,-0.006999999999999999,-0.55,-0.0055000000000000005,-0.23,-0.0023
2017-09-22,-0.34,-0.0034000000000000002,0.11,0.0011,0.05,0.0005,-0.09,-0.0009,0.5,0.005,-0.47,-0.004699999999999999,-0.14,-0.0014000000000000002,0.54,0.0054,-0.57,-0.005699999999999999,0.96,0.0096,0.2,0.002,0.14,0.0014000000000000002,-0.32,-0.0032,0.41,0.0040999999999999995,0.46,0.0046,0.05,0.0005,0.12,0.0012,-0.21,-0.0021,0.4,0.004,0.09,0.0009
2017-09-25,0.6,0.006,-0.23,-0.0023,-0.23,-0.0023,-0.22,-0.0022,0.4,0.004,0.16,0.0016,0.63,0.0063,1.61,0.0161,0.97,0.0097,0.15,0.0015,-1.46,-0.0146,-0.93,-0.009300000000000001,-0.24,-0.0024,0.08,0.0008,0.83,0.0083,0.1,0.001,-0.4,-0.004,0.04,0.0004,-0.1,-0.001,-0.64,-0.0064
2017-09-26,0.08,0.0008,1.02,0.0102,-0.42,-0.0042,-0.07,-0.0007000000000000001,0.5,0.005,-0.22,-0.0022,0.07,0.0007000000000000001,-0.01,-0.0001,-0.17,-0.0017000000000000001,-0.6,-0.006,0.17,0.0017000000000000001,0.56,0.005600000000000001,0.34,0.0034000000000000002,0.4,0.004,0.62,0.0062,0.23,0.0023,0.13,0.0013,-0.32,-0.0032,-0.01,-0.0001,-0.79,-0.0079
2017-09-27,-0.65,-0.006500000000000001,0.33,0.0033,0.07,0.0007000000000000001,0.4,0.004,0.98,0.0098,2.01,0.020099999999999996,0.37,0.0037,0.57,0.005699999999999999,-1.07,-0.010700000000000001,0.54,0.0054,1.19,0.011899999999999999,0.99,0.009899999999999999,-0.11,-0.0011,0.47,0.004699999999999999,0.78,0.0078000000000000005,0.53,0.0053,1.43,0.0143,0.54,0.0054,0.82,0.008199999999999999,0.29,0.0029
2017-09-28,0.34,0.0034000000000000002,-0.19,-0.0019,0.23,0.0023,0.86,0.0086,0.53,0.0053,0.59,0.0059,-0.06,-0.0006,0.13,0.0013,0.3,0.003,-0.65,-0.006500000000000001,0.19,0.0019,-0.18,-0.0018,0.43,0.0043,0.31,0.0031,-0.19,-0.0019,0.07,0.0007000000000000001,0.36,0.0036,1.32,0.0132,-0.22,-0.0022,0.83,0.0083
2017-09-29,0.25,0.0025,-0.15,-0.0015,0.69,0.0069,0.16,0.0016,0.33,0.0033,0.73,0.0073,0.14,0.0014000000000000002,-0.14,-0.0014000000000000002,-0.21,-0.0021,0.49,0.0049,0.72,0.0072,0.67,0.0067,-0.01,-0.0001,0.36,0.0036,0.19,0.0019,0.15,0.0015,0.34,0.0034000000000000002,-0.31,-0.0031,0.21,0.0021,-0.49,-0.0049
2017-10-02,0.08,0.0008,0.44,0.0044,1.08,0.0108,1.3,0.013000000000000001,0.6,0.006,1.46,0.0146,1.61,0.0161,0.07,0.0007000000000000001,0.31,0.0031,-0.01,-0.0001,0.17,0.0017000000000000001,0.61,0.0060999999999999995,0.98,0.0098,-0.17,-0.0017000000000000001,1.05,0.0105,0.05,0.0005,0.78,0.0078000000000000005,0.53,0.0053,0.76,0.0076,0.16,0.0016
2017-10-03,-0.08,-0.0008,-0.55,-0.0055000000000000005,-0.13,-0.0013,1.08,0.0108,0.55,0.0055000000000000005,0.19,0.0019,1.33,0.013300000000000001,-0.02,-0.0002,-0.35,-0.0034999999999999996,1.04,0.0104,0.27,0.0027,0.32,0.0032,0.31,0.0031,0.79,0.0079,0.1,0.001,0.23,0.0023,0.36,0.0036,1.59,0.0159,0.16,0.0016,-0.08,-0.0008
2017-10-04,0.51,0.0051,0.47,0.004699999999999999,0.36,0.0036,-0.25,-0.0025,0.28,0.0028000000000000004,0.08,0.0008,0.67,0.0067,-0.09,-0.0009,0.79,0.0079,0.29,0.0029,0.01,0.0001,-0.01,-0.0001,0.62,0.0062,-0.45,-0.0045000000000000005,-0.05,-0.0005,0.01,0.0001,-0.39,-0.0039000000000000003,-0.19,-0.0019,0.93,0.009300000000000001,-0.11,-0.0011
2017-10-05,0.17,0.0017000000000000001,0.16,0.0016,0.21,0.0021,0.53,0.0053,-0.23,-0.0023,0.51,0.0051,-0.07,-0.0007000000000000001,0.39,0.0039000000000000003,0.09,0.0009,-0.3,-0.003,1.12,0.011200000000000002,0.51,0.0051,-0.05,-0.0005,0.02,0.0002,0.34,0.0034000000000000002,0.85,0.0085,0.89,0.0089,1.21,0.0121,-0.13,-0.0013,1.14,0.011399999999999999
2017-10-06,-0.25,-0.0025,0.5,0.005,-0.03,-0.0003,-0.13,-0.0013,0.29,0.0029,-0.68,-0.0068000000000000005,0.47,0.004699999999999999,-1.0,-0.01,-0.22,-0.0022,-0.53,-0.0053,0.32,0.0032,0.2,0.002,-0.24,-0.0024,-0.03,-0.0003,-0.82,-0.008199999999999999,-0.72,-0.0072,0.04,0.0004,-1.17,-0.011699999999999999,-0.2,-0.002,0.73,0.0073
2017-10-09,-0.65,-0.006500000000000001,-1.31,-0.0131,-0.51,-0.0051,-0.36,-0.0036,-0.17,-0.0017000000000000001,-1.43,-0.0143,-0.52,-0.0052,0.36,0.0036,0.11,0.0011,-0.53,-0.0053,-0.01,-0.0001,0.29,0.0029,-0.01,-0.0001,-0.33,-0.0033,-0.86,-0.0086,-0.57,-0.005699999999999999,-0.39,-0.0039000000000000003,-0.38,-0.0038,-0.21,-0.0021,-0.01,-0.0001
2017-10-10,0.8,0.008,0.49,0.0049,0.28,0.0028000000000000004,0.04,0.0004,-0.1,-0.001,-0.06,-0.0006,0.74,0.0074,0.19,0.0019,0.82,0.008199999999999999,-0.03,-0.0003,-0.12,-0.0012,0.2,0.002,0.45,0.0045000000000000005,0.45,0.0045000000000000005,0.07,0.0007000000000000001,0.46,0.0046,0.37,0.0037,0.0,0.0,-0.32,-0.0032,0.54,0.0054
2017-10-11,0.28,0.0028000000000000004,-1.09,-0.0109,0.19,0.0019,0.26,0.0026,0.2,0.002,1.48,0.0148,-0.11,-0.0011,0.35,0.0034999999999999996,0.47,0.004699999999999999,-0.56,-0.005600000000000001,0.48,0.0048,0.19,0.0019,-0.04,-0.0004,0.55,0.0055000000000000005,0.06,0.0006,0.31,0.0031,-0.02,-0.0002,0.07,0.0007000000000000001,0.08,0.0008,0.68,0.0068000000000000005
2017-10-12,0.33,0.0033,-0.36,-0.0036,-0.05,-0.0005,0.44,0.0044,0.16,0.0016,0.74,0.0074,-0.61,-0.0060999999999999995,-0.41,-0.0040999999999999995,0.42,0.0042,-2.54,-0.0254,0.27,0.0027,-0.18,-0.0018,0.1,0.001,0.52,0.0052,0.71,0.0070999999999999995,-0.12,-0.0012,-0.69,-0.0069,0.81,0.008100000000000001,0.76,0.0076,0.19,0.0019
