experiment,mode,T,n,N_A,N_B,attempted_replications,valid_replications,population_condition_number,stage0_regret_eto_mean,stage0_regret_ieo_mean,stage0_regret_eto_minus_ieo_mean,stage0_difference_ci_lower,stage0_difference_ci_upper,stage0_difference_median,eto_stage0_win_rate,horizon_regret_eto_minus_ieo_mean,horizon_difference_ci_lower,horizon_difference_ci_upper,terminal_wealth_eto_mean,terminal_wealth_ieo_mean,terminal_wealth_eto_minus_ieo_mean,terminal_wealth_difference_ci_lower,terminal_wealth_difference_ci_upper,terminal_wealth_difference_median,eto_terminal_wealth_win_rate
Exp4_Fixed_Stationary_Gaussian,full,50,10,60,1000,2000,2000,195246.156949088,0.0277863296462887,0.0177725956852073,0.0100137339610814,0.00848613862844848,0.0115031380604712,0.0212059097476095,0.199,0.00452541228433378,0.00443660090558169,0.00461052231385758,1.00993762541153,1.03516668919083,-0.0252290637793032,-0.0253091969118253,-0.0251488568762075,-0.02515719760396,0
